Invoice_No,Invoice_Date,Customer_ID,Product,Quantity,Unit_Price,Country
INV501482,2025-11-09 00:00:00,CUST1149,Webcam,1,45.76,India
INV501482,2025-11-09 00:00:00,CUST1149,Mechanical Keyboard,1,61.42,India
INV502536,2025-11-09 00:00:00,CUST1257,Gaming Mouse Pad,6,25.02,India
INV502536,2025-11-09 00:00:00,CUST1257,HDMI Cable,4,13.25,India
INV502536,2025-11-09 00:00:00,CUST1257,Desk Lamp,3,30.95,India
INV503008,2025-11-09 00:00:00,CUST1305,Bluetooth Speaker,6,60.67,UAE
INV500274,2025-11-10 00:00:00,CUST1025,Phone Case,1,11.83,India
INV500274,2025-11-10 00:00:00,CUST1025,Backpack,4,45.6,India
INV500377,2025-11-10 00:00:00,CUST1034,Laptop Stand,4,32.18,India
INV500377,2025-11-10 00:00:00,CUST1034,Power Bank,2,27.75,India
INV500583,2025-11-10 00:00:00,CUST1053,Webcam,2,50.52,India
INV500583,2025-11-10 00:00:00,CUST1053,Notebook Set,2,8.8,India
INV500583,2025-11-10 00:00:00,CUST1053,Bluetooth Speaker,2,48.08,India
INV500750,2025-11-10 00:00:00,CUST1074,Power Bank,2,32.0,Singapore
INV500750,2025-11-10 00:00:00,CUST1074,Notebook Set,4,8.17,India
INV500750,2025-11-10 00:00:00,CUST1074,Wireless Mouse,3,19.83,India
INV500947,2025-11-10 00:00:00,CUST1093,Webcam,3,42.93,United Kingdom
INV500947,2025-11-10 00:00:00,CUST1093,Backpack,3,43.06,Singapore
INV500947,2025-11-10 00:00:00,CUST1093,Gaming Mouse Pad,1,18.27,India
INV501052,2025-11-10 00:00:00,CUST1104,Headphones,2,45.67,United Kingdom
INV501052,2025-11-10 00:00:00,CUST1104,HDMI Cable,1,9.47,UAE
INV501783,2025-11-10 00:00:00,CUST1177,Mechanical Keyboard,2,91.8,India
INV503333,2025-11-10 00:00:00,CUST1337,Webcam,2,48.1,India
INV503829,2025-11-10 00:00:00,CUST1392,Notebook Set,3,5.79,United Kingdom
INV503829,2025-11-10 00:00:00,CUST1392,Phone Case,2,7.99,India
INV503829,2025-11-10 00:00:00,CUST1392,Mini Tripod,2,9.29,UAE
INV500268,2025-11-11 00:00:00,CUST1024,Wireless Mouse,4,17.02,United Kingdom
INV500473,2025-11-11 00:00:00,CUST1045,Wireless Mouse,4,22.11,Singapore
INV500473,2025-11-11 00:00:00,CUST1045,Portable SSD,3,113.2,United Kingdom
INV500473,2025-11-11 00:00:00,CUST1045,Portable SSD,4,106.0,India
INV500878,2025-11-11 00:00:00,CUST1088,Backpack,2,40.51,Singapore
INV500878,2025-11-11 00:00:00,CUST1088,HDMI Cable,1,8.31,Singapore
INV500878,2025-11-11 00:00:00,CUST1088,HDMI Cable,2,9.01,India
INV500962,2025-11-11 00:00:00,CUST1095,Backpack,4,56.16,United Kingdom
INV501543,2025-11-11 00:00:00,CUST1155,Portable SSD,4,147.02,United Kingdom
INV501543,2025-11-11 00:00:00,CUST1155,Webcam,5,65.23,Singapore
INV501543,2025-11-11 00:00:00,CUST1155,Bluetooth Speaker,3,63.19,United Kingdom
INV502010,2025-11-11 00:00:00,CUST1200,Power Bank,2,30.33,India
INV502010,2025-11-11 00:00:00,CUST1200,Gaming Mouse Pad,1,16.33,India
INV502010,2025-11-11 00:00:00,CUST1200,Backpack,4,39.24,India
INV502452,2025-11-11 00:00:00,CUST1250,Phone Case,3,9.89,India
INV502452,2025-11-11 00:00:00,CUST1250,Portable SSD,4,101.62,India
INV502452,2025-11-11 00:00:00,CUST1250,Wireless Mouse,4,19.34,UAE
INV503439,2025-11-11 00:00:00,CUST1348,Laptop Stand,1,28.78,India
INV503562,2025-11-11 00:00:00,CUST1359,HDMI Cable,4,11.71,United Kingdom
INV503562,2025-11-11 00:00:00,CUST1359,Portable SSD,2,126.26,United Kingdom
INV500990,2025-11-12 00:00:00,CUST1097,Water Bottle,2,15.97,India
INV500990,2025-11-12 00:00:00,CUST1097,Backpack,1,44.85,UAE
INV501774,2025-11-12 00:00:00,CUST1177,Laptop Stand,5,51.44,India
INV500063,2025-11-13 00:00:00,CUST1006,Webcam,2,36.86,UAE
INV500063,2025-11-13 00:00:00,CUST1006,Gaming Mouse Pad,2,13.66,UAE
INV500063,2025-11-13 00:00:00,CUST1006,Webcam,2,38.36,Singapore
INV500256,2025-11-13 00:00:00,CUST1023,Power Bank,3,30.66,UAE
INV500332,2025-11-13 00:00:00,CUST1028,Fitness Band,6,46.82,Singapore
CINV500332,2025-11-13 00:00:00,CUST1028,Portable SSD,-5,121.79,India
INV500416,2025-11-13 00:00:00,CUST1041,USB-C Hub,1,25.1,India
INV500416,2025-11-13 00:00:00,CUST1041,Laptop Stand,1,31.72,India
INV500877,2025-11-13 00:00:00,CUST1088,Desk Lamp,1,26.65,India
INV502097,2025-11-13 00:00:00,CUST1208,Water Bottle,2,17.58,Singapore
INV502769,2025-11-13 00:00:00,CUST1280,Gaming Mouse Pad,3,16.35,India
INV503128,2025-11-13 00:00:00,CUST1314,USB-C Hub,2,43.63,India
INV503128,2025-11-13 00:00:00,CUST1314,Power Bank,4,43.87,India
INV503448,2025-11-13 00:00:00,CUST1350,Webcam,4,49.01,India
INV503448,2025-11-13 00:00:00,CUST1350,Wireless Mouse,1,20.43,India
INV503448,2025-11-13 00:00:00,CUST1350,Wireless Mouse,4,18.84,India
INV500267,2025-11-14 00:00:00,CUST1024,Wireless Mouse,3,20.6,United Kingdom
INV500267,2025-11-14 00:00:00,CUST1024,Webcam,2,47.72,Singapore
INV500267,2025-11-14 00:00:00,CUST1024,Portable SSD,3,82.86,India
INV500530,2025-11-14 00:00:00,CUST1047,HDMI Cable,2,11.76,India
INV500718,2025-11-14 00:00:00,CUST1070,HDMI Cable,4,11.04,India
INV500718,2025-11-14 00:00:00,CUST1070,Mechanical Keyboard,3,63.22,India
INV500718,2025-11-14 00:00:00,CUST1070,USB-C Hub,4,30.94,UAE
INV501013,2025-11-14 00:00:00,CUST1101,Backpack,5,61.36,India
INV501498,2025-11-14 00:00:00,CUST1150,USB-C Hub,3,28.25,United Kingdom
INV501804,2025-11-14 00:00:00,CUST1179,Charging Cable,2,6.27,India
INV501804,2025-11-14 00:00:00,CUST1179,Charging Cable,2,6.88,United Kingdom
INV501804,2025-11-14 00:00:00,CUST1179,Portable SSD,2,99.76,India
INV502237,2025-11-14 00:00:00,CUST1225,Backpack,3,57.1,India
INV502237,2025-11-14 00:00:00,CUST1225,Water Bottle,2,19.88,United Kingdom
INV503069,2025-11-14 00:00:00,CUST1309,Headphones,1,39.81,India
INV503069,2025-11-14 00:00:00,CUST1309,HDMI Cable,1,7.67,India
INV500507,2025-11-15 00:00:00,CUST1047,Water Bottle,4,19.1,India
INV500507,2025-11-15 00:00:00,CUST1047,Gaming Mouse Pad,2,24.6,Singapore
INV500507,2025-11-15 00:00:00,CUST1047,Fitness Band,6,42.79,Singapore
INV500508,2025-11-15 00:00:00,CUST1047,Fitness Band,4,47.89,UAE
INV501304,2025-11-15 00:00:00,CUST1132,Phone Case,5,13.43,India
INV501304,2025-11-15 00:00:00,CUST1132,Mechanical Keyboard,4,70.6,Singapore
INV501733,2025-11-15 00:00:00,CUST1173,Webcam,1,49.14,UAE
INV502428,2025-11-15 00:00:00,CUST1247,Power Bank,3,31.91,India
INV502473,2025-11-15 00:00:00,CUST1252,Fitness Band,1,32.45,India
INV502473,2025-11-15 00:00:00,CUST1252,Gaming Mouse Pad,3,15.74,India
INV502473,2025-11-15 00:00:00,CUST1252,Wireless Mouse,3,16.86,Singapore
INV500949,2025-11-16 00:00:00,CUST1094,Desk Lamp,2,22.43,India
INV501453,2025-11-16 00:00:00,CUST1144,Bluetooth Speaker,3,35.42,India
INV501544,2025-11-16 00:00:00,CUST1155,Notebook Set,4,11.41,India
INV501544,2025-11-16 00:00:00,CUST1155,Phone Case,2,16.06,Singapore
INV501922,2025-11-16 00:00:00,CUST1191,USB-C Hub,4,35.9,India
INV502901,2025-11-16 00:00:00,CUST1294,Webcam,2,37.4,India
INV500266,2025-11-17 00:00:00,CUST1024,Mechanical Keyboard,2,55.58,Singapore
INV500266,2025-11-17 00:00:00,CUST1024,Backpack,3,41.56,Singapore
INV500266,2025-11-17 00:00:00,CUST1024,Bluetooth Speaker,2,37.72,India
INV500829,2025-11-17 00:00:00,CUST1082,Backpack,1,35.02,Singapore
INV500829,2025-11-17 00:00:00,CUST1082,Mini Tripod,1,12.43,UAE
INV500829,2025-11-17 00:00:00,CUST1082,Desk Lamp,4,24.36,United Kingdom
INV502537,2025-11-17 00:00:00,CUST1257,Water Bottle,2,21.61,India
INV502537,2025-11-17 00:00:00,CUST1257,Gaming Mouse Pad,3,24.23,India
INV500051,2025-11-18 00:00:00,CUST1004,Mini Tripod,2,11.29,India
INV500051,2025-11-18 00:00:00,CUST1004,Charging Cable,4,6.82,India
INV501051,2025-11-18 00:00:00,CUST1104,Water Bottle,1,14.11,UAE
INV501122,2025-11-18 00:00:00,CUST1111,Desk Lamp,2,21.92,United Kingdom
INV501122,2025-11-18 00:00:00,CUST1111,Gaming Mouse Pad,3,14.03,Singapore
INV501985,2025-11-18 00:00:00,CUST1198,Mechanical Keyboard,6,64.51,United Kingdom
INV501985,2025-11-18 00:00:00,CUST1198,Notebook Set,6,10.22,Singapore
INV500219,2025-11-19 00:00:00,CUST1019,Mini Tripod,3,12.42,United Kingdom
INV500219,2025-11-19 00:00:00,CUST1019,Laptop Stand,2,33.74,Singapore
INV501131,2025-11-19 00:00:00,CUST1112,Gaming Mouse Pad,3,14.77,India
INV501131,2025-11-19 00:00:00,CUST1112,Water Bottle,1,14.33,UAE
INV501131,2025-11-19 00:00:00,CUST1112,Backpack,2,42.06,UAE
INV501191,2025-11-19 00:00:00,CUST1120,Gaming Mouse Pad,3,18.58,Singapore
INV501191,2025-11-19 00:00:00,CUST1120,Desk Lamp,1,25.26,Singapore
INV501191,2025-11-19 00:00:00,CUST1120,USB-C Hub,3,36.51,India
INV501283,2025-11-19 00:00:00,CUST1130,Desk Lamp,2,24.77,India
INV501283,2025-11-19 00:00:00,CUST1130,Mechanical Keyboard,1,63.37,India
INV501283,2025-11-19 00:00:00,CUST1130,HDMI Cable,1,9.96,India
INV501658,2025-11-19 00:00:00,CUST1167,Laptop Stand,2,36.52,India
INV501658,2025-11-19 00:00:00,CUST1167,Fitness Band,4,32.07,India
INV500278,2025-11-20 00:00:00,CUST1025,Bluetooth Speaker,4,42.26,India
INV500278,2025-11-20 00:00:00,CUST1025,Notebook Set,2,9.32,India
INV500418,2025-11-20 00:00:00,CUST1041,Fitness Band,3,28.09,United Kingdom
INV500418,2025-11-20 00:00:00,CUST1041,Bluetooth Speaker,1,33.06,India
INV502921,2025-11-20 00:00:00,CUST1297,Charging Cable,4,7.84,Singapore
INV502921,2025-11-20 00:00:00,CUST1297,Charging Cable,2,7.67,UAE
INV502921,2025-11-20 00:00:00,CUST1297,Notebook Set,4,9.68,Singapore
INV503120,2025-11-20 00:00:00,CUST1314,Headphones,5,80.27,Singapore
INV503120,2025-11-20 00:00:00,CUST1314,Desk Lamp,4,38.27,Singapore
INV500144,2025-11-21 00:00:00,CUST1011,Power Bank,3,31.65,India
INV500144,2025-11-21 00:00:00,CUST1011,HDMI Cable,4,8.74,India
INV500144,2025-11-21 00:00:00,CUST1011,Fitness Band,3,34.86,UAE
INV500156,2025-11-21 00:00:00,CUST1013,Backpack,3,46.36,India
INV500156,2025-11-21 00:00:00,CUST1013,Notebook Set,4,9.3,United Kingdom
INV502094,2025-11-21 00:00:00,CUST1208,Power Bank,6,36.09,India
INV502094,2025-11-21 00:00:00,CUST1208,Portable SSD,5,109.91,India
INV502894,2025-11-21 00:00:00,CUST1293,HDMI Cable,3,6.58,India
INV502894,2025-11-21 00:00:00,CUST1293,Phone Case,3,8.17,United Kingdom
INV502894,2025-11-21 00:00:00,CUST1293,Fitness Band,1,29.41,Singapore
INV503628,2025-11-21 00:00:00,CUST1369,USB-C Hub,3,41.73,UAE
INV503628,2025-11-21 00:00:00,CUST1369,USB-C Hub,4,46.95,United Kingdom
INV503628,2025-11-21 00:00:00,CUST1369,Notebook Set,4,11.44,India
INV500543,2025-11-22 00:00:00,CUST1048,Wireless Mouse,4,17.91,UAE
INV500543,2025-11-22 00:00:00,CUST1048,Wireless Mouse,1,19.9,India
INV501041,2025-11-22 00:00:00,CUST1102,Desk Lamp,2,20.35,India
INV501041,2025-11-22 00:00:00,CUST1102,Charging Cable,2,5.29,UAE
INV501041,2025-11-22 00:00:00,CUST1102,Phone Case,3,8.87,United Kingdom
INV501215,2025-11-22 00:00:00,CUST1125,Desk Lamp,4,32.96,India
INV501215,2025-11-22 00:00:00,CUST1125,Mini Tripod,6,15.6,India
INV501215,2025-11-22 00:00:00,CUST1125,Webcam,4,58.25,UAE
INV501656,2025-11-22 00:00:00,CUST1166,Wireless Mouse,6,27.9,India
INV502384,2025-11-22 00:00:00,CUST1241,USB-C Hub,1,27.99,India
INV502384,2025-11-22 00:00:00,CUST1241,Mini Tripod,1,12.04,India
INV502384,2025-11-22 00:00:00,CUST1241,Desk Lamp,2,25.06,India
INV503173,2025-11-22 00:00:00,CUST1320,Water Bottle,2,15.99,United Kingdom
INV503173,2025-11-22 00:00:00,CUST1320,Bluetooth Speaker,4,41.36,India
INV503195,2025-11-22 00:00:00,CUST1323,Gaming Mouse Pad,2,18.3,India
INV503195,2025-11-22 00:00:00,CUST1323,HDMI Cable,1,8.57,India
INV503513,2025-11-22 00:00:00,CUST1356,Mini Tripod,4,12.27,India
INV503653,2025-11-22 00:00:00,CUST1373,Wireless Mouse,1,16.94,India
INV503702,2025-11-22 00:00:00,CUST1378,Gaming Mouse Pad,3,15.46,India
INV503736,2025-11-22 00:00:00,CUST1382,Webcam,2,45.77,United Kingdom
INV503736,2025-11-22 00:00:00,CUST1382,Desk Lamp,3,21.98,UAE
INV500023,2025-11-23 00:00:00,CUST1002,Power Bank,4,32.33,United Kingdom
INV501486,2025-11-23 00:00:00,CUST1149,Fitness Band,2,32.72,Singapore
INV501486,2025-11-23 00:00:00,CUST1149,Mechanical Keyboard,4,59.52,India
INV503386,2025-11-23 00:00:00,CUST1342,USB-C Hub,4,25.14,United Kingdom
INV503386,2025-11-23 00:00:00,CUST1342,Phone Case,4,8.55,UAE
INV503386,2025-11-23 00:00:00,CUST1342,Gaming Mouse Pad,4,15.29,UAE
INV503687,2025-11-23 00:00:00,CUST1376,Desk Lamp,5,33.88,Singapore
INV503687,2025-11-23 00:00:00,CUST1376,Backpack,6,53.63,United Kingdom
INV503687,2025-11-23 00:00:00,CUST1376,Mechanical Keyboard,6,82.85,India
INV503807,2025-11-23 00:00:00,CUST1388,Backpack,1,37.41,India
INV503807,2025-11-23 00:00:00,CUST1388,Notebook Set,2,7.41,India
INV503807,2025-11-23 00:00:00,CUST1388,Mechanical Keyboard,2,52.13,UAE
INV500640,2025-11-24 00:00:00,CUST1060,Mechanical Keyboard,4,54.08,UAE
INV500640,2025-11-24 00:00:00,CUST1060,Laptop Stand,3,31.55,India
INV500640,2025-11-24 00:00:00,CUST1060,Smartwatch Strap,3,13.14,India
INV501664,2025-11-24 00:00:00,CUST1167,Power Bank,1,30.04,India
INV501859,2025-11-24 00:00:00,CUST1185,Bluetooth Speaker,1,43.61,Singapore
INV501859,2025-11-24 00:00:00,CUST1185,Portable SSD,1,98.43,UAE
INV502327,2025-11-24 00:00:00,CUST1235,Laptop Stand,3,33.54,United Kingdom
INV502395,2025-11-24 00:00:00,CUST1242,Notebook Set,1,6.65,India
INV502395,2025-11-24 00:00:00,CUST1242,Portable SSD,3,69.06,India
INV503907,2025-11-24 00:00:00,CUST1400,Phone Case,4,9.02,India
INV500014,2025-11-25 00:00:00,CUST1002,Bluetooth Speaker,6,51.51,UAE
INV500014,2025-11-25 00:00:00,CUST1002,Laptop Stand,3,44.1,India
INV500415,2025-11-25 00:00:00,CUST1041,Backpack,2,37.72,Singapore
INV500415,2025-11-25 00:00:00,CUST1041,Water Bottle,3,13.22,India
INV500415,2025-11-25 00:00:00,CUST1041,Headphones,1,42.61,India
INV502277,2025-11-25 00:00:00,,Water Bottle,5,18.14,UAE
INV502277,2025-11-25 00:00:00,CUST1231,Mini Tripod,6,15.74,Singapore
INV502277,2025-11-25 00:00:00,CUST1231,Phone Case,5,11.97,UAE
INV503077,2025-11-25 00:00:00,CUST1310,USB-C Hub,3,26.61,India
INV500715,2025-11-26 00:00:00,CUST1070,Laptop Stand,2,35.46,India
INV502679,2025-11-26 00:00:00,CUST1275,Phone Case,6,12.06,Singapore
INV502883,2025-11-26 00:00:00,CUST1291,HDMI Cable,4,10.61,India
INV502883,2025-11-26 00:00:00,CUST1291,Headphones,6,56.75,India
INV503052,2025-11-26 00:00:00,CUST1307,Headphones,3,47.96,United Kingdom
INV503637,2025-11-26 00:00:00,CUST1370,Bluetooth Speaker,3,40.75,Singapore
CINV503637,2025-11-26 00:00:00,CUST1370,HDMI Cable,-4,8.29,India
INV500597,2025-11-27 00:00:00,CUST1055,Mechanical Keyboard,1,47.27,UAE
INV500597,2025-11-27 00:00:00,CUST1055,Webcam,2,37.34,India
INV500597,2025-11-27 00:00:00,CUST1055,Water Bottle,2,13.05,India
INV500680,2025-11-27 00:00:00,CUST1067,Portable SSD,3,87.56,India
INV500680,2025-11-27 00:00:00,CUST1067,Portable SSD,4,91.32,India
INV501690,2025-11-27 00:00:00,CUST1169,Webcam,4,49.42,India
INV501690,2025-11-27 00:00:00,CUST1169,Headphones,1,55.15,India
INV503130,2025-11-27 00:00:00,CUST1314,Fitness Band,5,51.34,United Kingdom
INV503130,2025-11-27 00:00:00,CUST1314,Laptop Stand,2,46.43,India
INV503349,2025-11-27 00:00:00,CUST1339,USB-C Hub,2,26.62,India
INV503349,2025-11-27 00:00:00,CUST1339,Bluetooth Speaker,3,41.16,India
INV503349,2025-11-27 00:00:00,CUST1339,Notebook Set,4,6.87,United Kingdom
INV501271,2025-11-28 00:00:00,CUST1128,Power Bank,1,25.55,India
INV501271,2025-11-28 00:00:00,CUST1128,Power Bank,1,30.49,India
INV501347,2025-11-28 00:00:00,CUST1135,Desk Lamp,5,25.7,United Kingdom
INV501511,2025-11-28 00:00:00,CUST1151,Webcam,2,40.91,India
INV501511,2025-11-28 00:00:00,CUST1151,Power Bank,2,29.51,India
INV501511,2025-11-28 00:00:00,CUST1151,USB-C Hub,2,30.31,India
INV501603,2025-11-28 00:00:00,CUST1161,Notebook Set,3,8.99,India
INV501603,2025-11-28 00:00:00,CUST1161,Portable SSD,3,114.74,India
INV501603,2025-11-28 00:00:00,CUST1161,Backpack,3,50.01,India
INV501655,2025-11-28 00:00:00,CUST1166,Wireless Mouse,3,29.84,Singapore
INV503681,2025-11-28 00:00:00,CUST1376,Power Bank,6,38.86,India
INV503681,2025-11-28 00:00:00,CUST1376,Phone Case,6,13.29,UAE
INV501164,2025-11-29 00:00:00,CUST1116,Laptop Stand,2,27.71,UAE
INV501164,2025-11-29 00:00:00,CUST1116,Notebook Set,2,7.22,Singapore
INV501164,2025-11-29 00:00:00,CUST1116,Portable SSD,2,75.46,India
INV501219,2025-11-29 00:00:00,CUST1125,Laptop Stand,4,43.49,United Kingdom
INV501219,2025-11-29 00:00:00,CUST1125,Notebook Set,4,10.87,India
INV502047,2025-11-29 00:00:00,CUST1204,Portable SSD,4,86.38,India
INV502484,2025-11-29 00:00:00,CUST1253,Notebook Set,6,9.86,United Kingdom
INV502484,2025-11-29 00:00:00,CUST1253,Power Bank,3,35.49,United Kingdom
INV502962,2025-11-29 00:00:00,CUST1299,Water Bottle,3,22.65,UAE
INV502962,2025-11-29 00:00:00,CUST1299,Phone Case,2,15.46,Singapore
INV502962,2025-11-29 00:00:00,CUST1299,Wireless Mouse,2,27.95,India
INV503023,2025-11-29 00:00:00,CUST1305,Wireless Mouse,6,28.18,United Kingdom
INV503582,2025-11-29 00:00:00,CUST1363,USB-C Hub,2,28.88,India
INV502962,2025-11-29 00:00:00,CUST1299,Wireless Mouse,2,27.95,India
INV500129,2025-11-30 00:00:00,CUST1010,Mini Tripod,5,16.31,India
INV500533,2025-11-30 00:00:00,CUST1047,Mechanical Keyboard,3,75.73,India
INV501624,2025-11-30 00:00:00,CUST1164,Water Bottle,1,12.69,Singapore
INV501624,2025-11-30 00:00:00,CUST1164,Portable SSD,4,79.03,India
INV502221,2025-11-30 00:00:00,CUST1225,Desk Lamp,2,36.45,India
INV502221,2025-11-30 00:00:00,CUST1225,Smartwatch Strap,6,20.43,UAE
INV503224,2025-11-30 00:00:00,CUST1325,Charging Cable,3,10.18,UAE
INV503224,2025-11-30 00:00:00,CUST1325,Mini Tripod,4,18.6,India
INV500034,2025-12-01 00:00:00,CUST1003,USB-C Hub,1,31.18,India
INV500691,2025-12-01 00:00:00,CUST1068,Headphones,4,59.26,India
INV500691,2025-12-01 00:00:00,CUST1068,Webcam,6,51.16,India
INV500691,2025-12-01 00:00:00,CUST1068,Webcam,5,51.08,India
INV500810,2025-12-01 00:00:00,CUST1080,Mini Tripod,1,10.17,United Kingdom
INV501115,2025-12-01 00:00:00,CUST1110,Fitness Band,1,29.45,India
INV501458,2025-12-01 00:00:00,CUST1145,Smartwatch Strap,1,11.15,Singapore
INV501458,2025-12-01 00:00:00,CUST1145,Fitness Band,2,30.8,India
INV501458,2025-12-01 00:00:00,CUST1145,Mechanical Keyboard,1,55.08,India
INV503283,2025-12-01 00:00:00,CUST1331,Notebook Set,4,7.38,India
INV503283,2025-12-01 00:00:00,CUST1331,Fitness Band,4,32.56,UAE
INV500173,2025-12-02 00:00:00,CUST1014,Charging Cable,1,8.2,India
INV500173,2025-12-02 00:00:00,CUST1014,Mini Tripod,2,13.8,Singapore
INV500173,2025-12-02 00:00:00,CUST1014,Notebook Set,3,9.61,India
INV500345,2025-12-02 00:00:00,CUST1028,Desk Lamp,4,31.69,India
INV501032,2025-12-02 00:00:00,CUST1101,Gaming Mouse Pad,6,21.98,India
INV501032,2025-12-02 00:00:00,CUST1101,Headphones,6,73.32,India
INV501032,2025-12-02 00:00:00,CUST1101,Power Bank,3,43.68,United Kingdom
INV503594,2025-12-02 00:00:00,CUST1365,Wireless Mouse,4,17.83,UAE
INV503594,2025-12-02 00:00:00,CUST1365,Mini Tripod,4,10.39,India
INV500145,2025-12-03 00:00:00,CUST1011,Phone Case,4,9.72,India
INV500145,2025-12-03 00:00:00,CUST1011,Phone Case,3,9.79,India
CINV500145,2025-12-03 00:00:00,CUST1011,Desk Lamp,-2,25.84,India
INV500221,2025-12-03 00:00:00,CUST1020,Backpack,5,47.29,Singapore
INV500221,2025-12-03 00:00:00,CUST1020,USB-C Hub,5,39.82,India
INV500240,2025-12-03 00:00:00,CUST1020,Wireless Mouse,4,27.13,India
INV500245,2025-12-03 00:00:00,CUST1021,USB-C Hub,3,23.69,UAE
INV500245,2025-12-03 00:00:00,CUST1021,Mechanical Keyboard,2,45.15,United Kingdom
INV500573,2025-12-03 00:00:00,CUST1052,Gaming Mouse Pad,2,16.16,India
INV500573,2025-12-03 00:00:00,CUST1052,Charging Cable,3,6.42,India
INV500573,2025-12-03 00:00:00,CUST1052,HDMI Cable,3,8.9,India
INV500875,2025-12-03 00:00:00,CUST1087,Webcam,2,46.4,UAE
INV502024,2025-12-03 00:00:00,CUST1202,Webcam,3,44.9,Singapore
INV502418,2025-12-03 00:00:00,CUST1246,Portable SSD,1,67.99,Singapore
INV502418,2025-12-03 00:00:00,CUST1246,Wireless Mouse,3,14.38,India
INV500080,2025-12-04 00:00:00,CUST1008,Headphones,5,60.64,India
INV500080,2025-12-04 00:00:00,CUST1008,Phone Case,3,12.49,India
INV500080,2025-12-04 00:00:00,CUST1008,Water Bottle,5,15.63,UAE
INV500279,2025-12-04 00:00:00,CUST1025,Gaming Mouse Pad,3,18.97,India
INV500279,2025-12-04 00:00:00,CUST1025,Smartwatch Strap,1,12.91,United Kingdom
INV500279,2025-12-04 00:00:00,CUST1025,Gaming Mouse Pad,4,17.11,India
INV500505,2025-12-04 00:00:00,CUST1046,Desk Lamp,2,26.82,India
INV500505,2025-12-04 00:00:00,CUST1046,Charging Cable,3,7.84,India
INV500505,2025-12-04 00:00:00,CUST1046,Webcam,1,53.39,UAE
INV500879,2025-12-04 00:00:00,CUST1088,Wireless Mouse,1,19.6,United Kingdom
INV502382,2025-12-04 00:00:00,CUST1241,Headphones,4,49.81,India
INV502382,2025-12-04 00:00:00,CUST1241,Phone Case,1,9.25,Singapore
INV503191,2025-12-04 00:00:00,CUST1322,Mini Tripod,4,13.34,UAE
INV503191,2025-12-04 00:00:00,CUST1322,Mechanical Keyboard,4,60.09,India
INV500504,2025-12-05 00:00:00,CUST1046,Charging Cable,1,7.32,India
INV500555,2025-12-05 00:00:00,CUST1050,Bluetooth Speaker,3,41.29,India
INV500555,2025-12-05 00:00:00,CUST1050,Smartwatch Strap,1,11.83,Singapore
INV500616,2025-12-05 00:00:00,CUST1057,Backpack,3,34.73,United Kingdom
INV500616,2025-12-05 00:00:00,CUST1057,Backpack,4,34.98,India
INV500616,2025-12-05 00:00:00,CUST1057,Fitness Band,1,27.98,India
INV500776,2025-12-05 00:00:00,CUST1076,Portable SSD,4,88.87,United Kingdom
INV501210,2025-12-05 00:00:00,CUST1124,Bluetooth Speaker,1,31.04,India
INV501706,2025-12-05 00:00:00,CUST1170,Gaming Mouse Pad,6,22.99,India
INV501706,2025-12-05 00:00:00,CUST1170,Headphones,2,69.27,India
INV501706,2025-12-05 00:00:00,CUST1170,Phone Case,3,12.97,Singapore
INV501802,2025-12-05 00:00:00,CUST1179,Water Bottle,1,14.86,Singapore
INV501802,2025-12-05 00:00:00,CUST1179,Laptop Stand,4,31.86,India
INV501802,2025-12-05 00:00:00,CUST1179,Notebook Set,1,8.29,India
INV502582,2025-12-05 00:00:00,CUST1263,Phone Case,3,10.87,India
INV502582,2025-12-05 00:00:00,CUST1263,Backpack,2,46.58,United Kingdom
INV502582,2025-12-05 00:00:00,CUST1263,Smartwatch Strap,1,15.5,Singapore
INV502689,2025-12-05 00:00:00,CUST1275,Power Bank,6,32.4,India
INV502689,2025-12-05 00:00:00,CUST1275,Portable SSD,5,105.99,India
INV502689,2025-12-05 00:00:00,CUST1275,Gaming Mouse Pad,3,18.29,India
INV503089,2025-12-05 00:00:00,CUST1311,Fitness Band,4,39.12,India
INV503089,2025-12-05 00:00:00,CUST1311,Charging Cable,4,6.81,Singapore
INV503089,2025-12-05 00:00:00,CUST1311,Portable SSD,3,99.53,India
INV503192,2025-12-05 00:00:00,CUST1322,Smartwatch Strap,1,13.05,India
INV503192,2025-12-05 00:00:00,CUST1322,Phone Case,2,12.25,United Kingdom
INV503477,2025-12-05 00:00:00,CUST1354,Phone Case,4,14.04,Singapore
INV503477,2025-12-05 00:00:00,CUST1354,Portable SSD,2,123.66,Singapore
INV503477,2025-12-05 00:00:00,CUST1354,Phone Case,2,14.94,India
INV503498,2025-12-05 00:00:00,CUST1354,Bluetooth Speaker,3,51.82,India
INV503498,2025-12-05 00:00:00,CUST1354,Notebook Set,5,10.52,UAE
INV503872,2025-12-05 00:00:00,CUST1396,USB-C Hub,4,28.17,United Kingdom
INV503872,2025-12-05 00:00:00,CUST1396,Notebook Set,2,7.31,India
INV500390,2025-12-06 00:00:00,CUST1037,Charging Cable,3,6.51,United Kingdom
INV500390,2025-12-06 00:00:00,CUST1037,Mechanical Keyboard,2,54.34,India
INV501084,2025-12-06 00:00:00,CUST1107,Laptop Stand,4,41.47,United Kingdom
INV501374,2025-12-06 00:00:00,CUST1137,Backpack,6,50.33,India
INV501374,2025-12-06 00:00:00,CUST1137,Phone Case,6,11.73,United Kingdom
